frame,time,base_pred,fixed_pred,adapt_pred,used_alpha,entropy
81340,1357.0379394689096,Left,Left,Left,0.1,-0.0
81345,1357.1213570948912,Left,Left,Left,0.1,-0.0
81350,1357.2047747208728,Left,Left,Left,0.1,-0.0
81355,1357.2881923468547,Left,Left,Left,0.1,-0.0
81360,1357.3716099728363,Left,Left,Left,0.1,-0.0
81365,1357.4550275988179,Left,Left,Left,0.1,-0.0
81370,1357.5384452247995,Left,Left,Left,0.1,-0.0
81375,1357.621862850781,Left,Left,Left,0.1,-0.0
81380,1357.7052804767627,Left,Left,Left,0.1,-0.0
81385,1357.7886981027443,Left,Left,Left,0.1,-0.0
81390,1357.872115728726,Left,Left,Left,0.1,-0.0
81395,1357.9555333547075,Left,Left,Left,0.1,-0.0
81400,1358.0389509806892,Left,Left,Left,0.1,-0.0
81405,1358.1223686066708,Left,Left,Left,0.1,-0.0
81410,1358.2057862326524,Left,Left,Left,0.1,-0.0
81415,1358.289203858634,Left,Left,Left,0.1,-0.0
81420,1358.3726214846156,Left,Left,Left,0.1,-0.0
81425,1358.4560391105972,Left,Left,Left,0.1,-0.0
81430,1358.5394567365788,Left,Left,Left,0.1,-0.0
81435,1358.6228743625604,Right,Left,Right,0.1,-0.0
81440,1358.706291988542,Left,Left,Left,0.1,-0.0
81445,1358.7897096145236,Left,Left,Left,0.1,-0.0
81450,1358.8731272405053,Left,Left,Left,0.1,-0.0
81455,1358.9565448664869,Left,Left,Left,0.1,-0.0
81460,1359.0399624924685,Left,Left,Left,0.1,-0.0
81465,1359.12338011845,Left,Left,Left,0.1,-0.0
81470,1359.2067977444317,Left,Left,Left,0.1,-0.0
81475,1359.2902153704133,Left,Left,Left,0.1,-0.0
81480,1359.373632996395,Left,Left,Left,0.1,-0.0
81485,1359.4570506223765,Left,Left,Left,0.1,-0.0
81490,1359.5404682483581,Left,Left,Left,0.1,-0.0
81495,1359.6238858743397,Left,Left,Left,0.1,-0.0
81500,1359.7073035003214,Left,Left,Left,0.1,-0.0
81505,1359.790721126303,Left,Left,Left,0.1,-0.0
81510,1359.8741387522846,Left,Left,Left,0.1,-0.0
81515,1359.9575563782662,Left,Left,Left,0.1,-0.0
81520,1360.0409740042478,Left,Left,Left,0.1,-0.0
81525,1360.1243916302294,Left,Left,Left,0.1,-0.0
81530,1360.207809256211,Left,Left,Left,0.1,-0.0
81535,1360.2912268821926,Left,Left,Left,0.1,-0.0
81540,1360.3746445081742,Left,Left,Left,0.1,-0.0
81545,1360.4580621341559,Left,Left,Left,0.1,-0.0
81550,1360.5414797601375,Left,Left,Left,0.1,-0.0
81555,1360.624897386119,Left,Left,Left,0.1,-0.0
81560,1360.7083150121007,Left,Left,Left,0.1,-0.0
81565,1360.7917326380823,Left,Left,Left,0.1,-0.0
81570,1360.875150264064,Left,Left,Left,0.1,-0.0
81575,1360.9585678900455,Left,Left,Left,0.1,-0.0
81580,1361.0419855160271,Left,Left,Left,0.1,-0.0
81585,1361.1254031420087,Left,Left,Left,0.1,-0.0
81590,1361.2088207679903,Left,Left,Left,0.1,-0.0
81595,1361.292238393972,Left,Left,Left,0.1,-0.0
81600,1361.3756560199536,Left,Left,Left,0.1,-0.0
81605,1361.4590736459352,Left,Left,Left,0.1,-0.0
81610,1361.5424912719168,Left,Left,Left,0.1,-0.0
81615,1361.6259088978986,Left,Left,Left,0.1,-0.0
81620,1361.7093265238802,Left,Left,Left,0.1,-0.0
81625,1361.7927441498618,Left,Left,Left,0.1,-0.0
81630,1361.8761617758435,Left,Left,Left,0.1,-0.0
81635,1361.959579401825,Left,Left,Left,0.1,-0.0
81640,1362.0429970278067,Left,Left,Left,0.1,-0.0
81645,1362.1264146537883,Left,Left,Left,0.1,-0.0
81650,1362.20983227977,Left,Left,Left,0.1,-0.0
81655,1362.2932499057515,Left,Left,Left,0.1,-0.0
81660,1362.3766675317331,Left,Left,Left,0.1,-0.0
81665,1362.4600851577147,Left,Left,Left,0.1,-0.0
81670,1362.5435027836963,Left,Left,Left,0.1,-0.0
81675,1362.626920409678,Left,Left,Left,0.1,-0.0
81680,1362.7103380356596,Left,Left,Left,0.1,-0.0
81685,1362.7937556616412,Left,Left,Left,0.1,-0.0
81690,1362.8771732876228,Left,Left,Left,0.1,-0.0
81695,1362.9605909136044,Left,Left,Left,0.1,-0.0
81700,1363.044008539586,Left,Left,Left,0.1,-0.0
81705,1363.1274261655676,Left,Left,Left,0.1,-0.0
81710,1363.2108437915492,Left,Left,Left,0.1,-0.0
81715,1363.2942614175308,Left,Left,Left,0.1,-0.0
81720,1363.3776790435124,Left,Left,Left,0.1,-0.0
81725,1363.461096669494,Left,Left,Left,0.1,-0.0
81730,1363.5445142954757,Left,Left,Left,0.1,-0.0
81735,1363.6279319214573,Left,Left,Left,0.1,-0.0
81740,1363.7113495474389,Left,Left,Left,0.1,-0.0
81745,1363.7947671734205,Left,Left,Left,0.1,-0.0
81750,1363.878184799402,Left,Left,Left,0.1,-0.0
81755,1363.9616024253837,Left,Left,Left,0.1,-0.0
81760,1364.0450200513653,Left,Left,Left,0.1,-0.0
81765,1364.128437677347,Left,Left,Left,0.1,-0.0
81770,1364.2118553033285,Left,Left,Left,0.1,-0.0
81775,1364.2952729293102,Left,Left,Left,0.1,-0.0
81780,1364.3786905552918,Left,Left,Left,0.1,-0.0
81785,1364.4621081812734,Left,Left,Left,0.1,-0.0
81790,1364.545525807255,Left,Left,Left,0.1,-0.0
81795,1364.6289434332366,Left,Left,Left,0.1,-0.0
81800,1364.7123610592182,Left,Left,Left,0.1,-0.0
81805,1364.7957786851998,Left,Left,Left,0.1,-0.0
81810,1364.8791963111814,Left,Left,Left,0.1,-0.0
81815,1364.962613937163,Left,Left,Left,0.1,-0.0
81820,1365.0460315631447,Left,Left,Left,0.1,-0.0
81825,1365.1294491891263,Left,Left,Left,0.1,-0.0
81830,1365.2128668151079,Left,Left,Left,0.1,-0.0
81835,1365.2962844410895,Left,Left,Left,0.1,-0.0
81840,1365.379702067071,Left,Left,Left,0.1,-0.0
81845,1365.4631196930527,Left,Left,Left,0.1,-0.0
81850,1365.5465373190343,Left,Left,Left,0.1,-0.0
81855,1365.629954945016,Left,Left,Left,0.1,-0.0
81860,1365.7133725709975,Left,Left,Left,0.1,-0.0
81865,1365.7967901969791,Left,Left,Left,0.1,-0.0
81870,1365.880207822961,Left,Left,Left,0.1,-0.0
81875,1365.9636254489426,Left,Left,Left,0.1,-0.0
81880,1366.0470430749242,Left,Left,Left,0.1,-0.0
81885,1366.1304607009058,Left,Left,Left,0.1,-0.0
81890,1366.2138783268874,Left,Left,Left,0.1,-0.0
81895,1366.297295952869,Left,Left,Left,0.1,-0.0
81900,1366.3807135788506,Left,Left,Left,0.1,-0.0
81905,1366.4641312048323,Left,Left,Left,0.1,-0.0
81910,1366.5475488308139,Left,Left,Left,0.1,-0.0
81915,1366.6309664567955,Left,Left,Left,0.1,-0.0
81920,1366.714384082777,Left,Left,Left,0.1,-0.0
81925,1366.7978017087587,Left,Left,Left,0.1,-0.0
81930,1366.8812193347403,Left,Left,Left,0.1,-0.0
81935,1366.964636960722,Left,Left,Left,0.1,-0.0
81940,1367.0480545867035,Left,Left,Left,0.1,-0.0
81945,1367.1314722126851,Left,Left,Left,0.1,-0.0
81950,1367.2148898386667,Left,Left,Left,0.1,-0.0
81955,1367.2983074646484,Left,Left,Left,0.1,-0.0
81960,1367.38172509063,Left,Left,Left,0.1,-0.0
81965,1367.4651427166116,Left,Left,Left,0.1,-0.0
81970,1367.5485603425932,Left,Left,Left,0.1,-0.0
81975,1367.6319779685748,Left,Left,Left,0.1,-0.0
81980,1367.7153955945564,Left,Left,Left,0.1,-0.0
81985,1367.798813220538,Left,Left,Left,0.1,-0.0
81990,1367.8822308465196,Left,Left,Left,0.1,-0.0
81995,1367.9656484725012,Left,Left,Left,0.1,-0.0
82000,1368.0490660984829,Left,Left,Left,0.1,-0.0
82005,1368.1324837244645,Left,Left,Left,0.1,-0.0
82010,1368.215901350446,Left,Left,Left,0.1,-0.0
82015,1368.2993189764277,Left,Left,Left,0.1,-0.0
82020,1368.3827366024093,Left,Left,Left,0.1,-0.0
82025,1368.466154228391,Left,Left,Left,0.1,-0.0
82030,1368.5495718543725,Left,Left,Left,0.1,-0.0
82035,1368.6329894803541,Left,Left,Left,0.1,-0.0
82040,1368.7164071063357,Left,Left,Left,0.1,-0.0
82045,1368.7998247323173,Left,Left,Left,0.1,-0.0
82050,1368.883242358299,Left,Left,Left,0.1,-0.0
82055,1368.9666599842806,Left,Left,Left,0.1,-0.0
82060,1369.0500776102622,Left,Left,Left,0.1,-0.0
82065,1369.1334952362438,Left,Left,Left,0.1,-0.0
82070,1369.2169128622254,Left,Left,Left,0.1,-0.0
82075,1369.300330488207,Left,Left,Left,0.1,-0.0
82080,1369.3837481141886,Left,Left,Left,0.1,-0.0
82085,1369.4671657401702,Left,Left,Left,0.1,-0.0
82090,1369.5505833661518,Left,Left,Left,0.1,-0.0
82095,1369.6340009921335,Left,Left,Left,0.1,-0.0
82100,1369.717418618115,Left,Left,Left,0.1,-0.0
82105,1369.8008362440967,Left,Left,Left,0.1,-0.0
82110,1369.8842538700783,Left,Left,Left,0.1,-0.0
82115,1369.96767149606,Left,Left,Left,0.1,-0.0
82120,1370.0510891220415,Left,Left,Left,0.1,-0.0
82125,1370.1345067480231,Left,Left,Left,0.1,-0.0
82130,1370.217924374005,Left,Left,Left,0.1,-0.0
82135,1370.3013419999866,Left,Left,Left,0.1,-0.0
82140,1370.3847596259682,Left,Left,Left,0.1,-0.0
82145,1370.4681772519498,Left,Left,Left,0.1,-0.0
82150,1370.5515948779314,Left,Left,Left,0.1,-0.0
82155,1370.635012503913,Left,Left,Left,0.1,-0.0
82160,1370.7184301298946,Left,Left,Left,0.1,-0.0
82165,1370.8018477558762,Left,Left,Left,0.1,-0.0
82170,1370.8852653818578,Left,Left,Left,0.1,-0.0
82175,1370.9686830078394,Left,Left,Left,0.1,-0.0
82180,1371.052100633821,Left,Left,Left,0.1,-0.0
82185,1371.1355182598027,Left,Left,Left,0.1,-0.0
82190,1371.2189358857843,Left,Left,Left,0.1,-0.0
82195,1371.302353511766,Left,Left,Left,0.1,-0.0
82200,1371.3857711377475,Left,Left,Left,0.1,-0.0
82205,1371.469188763729,Left,Left,Left,0.1,-0.0
82210,1371.5526063897107,Right,Left,Right,0.1,-0.0
82215,1371.6360240156923,Right,Right,Right,0.1,-0.0
82220,1371.719441641674,Right,Right,Right,0.1,-0.0
82225,1371.8028592676555,Right,Right,Right,0.1,-0.0
82230,1371.8862768936372,Right,Right,Right,0.1,-0.0
82235,1371.9696945196188,Left,Right,Left,0.1,-0.0
82240,1372.0531121456004,Right,Right,Right,0.1,-0.0
82245,1372.136529771582,Right,Right,Right,0.1,-0.0
82250,1372.2199473975636,Right,Right,Right,0.1,-0.0
82255,1372.3033650235452,Left,Right,Left,0.1,-0.0
82260,1372.3867826495268,Right,Right,Right,0.1,-0.0
82265,1372.4702002755084,Right,Right,Right,0.1,-0.0
82270,1372.55361790149,Right,Right,Right,0.1,-0.0
82275,1372.6370355274717,Left,Right,Left,0.1,-0.0
82280,1372.7204531534533,Left,Left,Left,0.1,-0.0
82285,1372.8038707794349,Left,Left,Left,0.1,-0.0
82290,1372.8872884054165,Left,Left,Left,0.1,-0.0
82295,1372.970706031398,Right,Left,Right,0.1,-0.0
82300,1373.0541236573797,Left,Left,Left,0.1,-0.0
82305,1373.1375412833613,Right,Right,Right,0.1,-0.0
82310,1373.220958909343,Right,Right,Right,0.1,-0.0
82315,1373.3043765353245,Left,Left,Left,0.1,-0.0
82320,1373.3877941613061,Right,Right,Right,0.1,-0.0
82325,1373.4712117872878,Left,Left,Left,0.1,-0.0
82330,1373.5546294132694,Left,Left,Left,0.1,-0.0
82335,1373.638047039251,Left,Left,Left,0.1,-0.0
82340,1373.7214646652326,Left,Left,Left,0.1,-0.0
82345,1373.8048822912142,Left,Left,Left,0.1,-0.0
82350,1373.8882999171958,Left,Left,Left,0.1,-0.0
82355,1373.9717175431774,Left,Left,Left,0.1,-0.0
82360,1374.055135169159,Left,Left,Left,0.1,-0.0
82365,1374.1385527951406,Left,Left,Left,0.1,-0.0
82370,1374.2219704211223,Left,Left,Left,0.1,-0.0
82375,1374.3053880471039,Left,Left,Left,0.1,-0.0
82380,1374.3888056730855,Left,Left,Left,0.1,-0.0
82385,1374.4722232990673,Left,Left,Left,0.1,-0.0
82390,1374.555640925049,Left,Left,Left,0.1,-0.0
82395,1374.6390585510305,Left,Left,Left,0.1,-0.0
82400,1374.7224761770121,Left,Left,Left,0.1,-0.0
82405,1374.8058938029938,Left,Left,Left,0.1,-0.0
82410,1374.8893114289754,Left,Left,Left,0.1,-0.0
82415,1374.972729054957,Left,Left,Left,0.1,-0.0
82420,1375.0561466809386,Left,Left,Left,0.1,-0.0
82425,1375.1395643069202,Left,Left,Left,0.1,-0.0
82430,1375.2229819329018,Left,Left,Left,0.1,-0.0
82435,1375.3063995588834,Left,Left,Left,0.1,-0.0
82440,1375.389817184865,Left,Left,Left,0.1,-0.0
82445,1375.4732348108466,Left,Left,Left,0.1,-0.0
82450,1375.5566524368282,Left,Left,Left,0.1,-0.0
82455,1375.6400700628099,Left,Left,Left,0.1,-0.0
82460,1375.7234876887915,Left,Left,Left,0.1,-0.0
82465,1375.806905314773,Left,Left,Left,0.1,-0.0
82470,1375.8903229407547,Left,Left,Left,0.1,-0.0
82475,1375.9737405667363,Left,Left,Left,0.1,-0.0
82480,1376.057158192718,Left,Left,Left,0.1,-0.0
82485,1376.1405758186995,Left,Left,Left,0.1,-0.0
82490,1376.2239934446811,Left,Left,Left,0.1,-0.0
82495,1376.3074110706627,Left,Left,Left,0.1,-0.0
82500,1376.3908286966443,Left,Left,Left,0.1,-0.0
82505,1376.474246322626,Left,Left,Left,0.1,-0.0
82510,1376.5576639486076,Left,Left,Left,0.1,-0.0
82515,1376.6410815745892,Left,Left,Left,0.1,-0.0
82520,1376.7244992005708,Left,Left,Left,0.1,-0.0
82525,1376.8079168265524,Left,Left,Left,0.1,-0.0
82530,1376.891334452534,Left,Left,Left,0.1,-0.0
82535,1376.9747520785156,Left,Left,Left,0.1,-0.0
82540,1377.0581697044972,Left,Left,Left,0.1,-0.0
82545,1377.1415873304788,Left,Left,Left,0.1,-0.0
82550,1377.2250049564605,Left,Left,Left,0.1,-0.0
82555,1377.308422582442,Left,Left,Left,0.1,-0.0
82560,1377.3918402084237,Left,Left,Left,0.1,-0.0
82565,1377.4752578344053,Left,Left,Left,0.1,-0.0
82570,1377.558675460387,Left,Left,Left,0.1,-0.0
82575,1377.6420930863685,Left,Left,Left,0.1,-0.0
82580,1377.7255107123501,Left,Left,Left,0.1,-0.0
82585,1377.8089283383317,Left,Left,Left,0.1,-0.0
82590,1377.8923459643133,Left,Left,Left,0.1,-0.0
82595,1377.975763590295,Left,Left,Left,0.1,-0.0
82600,1378.0591812162766,Left,Left,Left,0.1,-0.0
82605,1378.1425988422582,Left,Left,Left,0.1,-0.0
82610,1378.2260164682398,Left,Left,Left,0.1,-0.0
82615,1378.3094340942214,Left,Left,Left,0.1,-0.0
82620,1378.392851720203,Left,Left,Left,0.1,-0.0
82625,1378.4762693461846,Left,Left,Left,0.1,-0.0
82630,1378.5596869721662,Left,Left,Left,0.1,-0.0
82635,1378.6431045981478,Left,Left,Left,0.1,-0.0
82640,1378.7265222241294,Left,Left,Left,0.1,-0.0
82645,1378.8099398501113,Left,Left,Left,0.1,-0.0
82650,1378.893357476093,Left,Left,Left,0.1,-0.0
82655,1378.9767751020745,Left,Left,Left,0.1,-0.0
82660,1379.060192728056,Left,Left,Left,0.1,-0.0
82665,1379.1436103540377,Left,Left,Left,0.1,-0.0
82670,1379.2270279800193,Left,Left,Left,0.1,-0.0
82675,1379.310445606001,Left,Left,Left,0.1,-0.0
82680,1379.3938632319826,Left,Left,Left,0.1,-0.0
82685,1379.4772808579642,Left,Left,Left,0.1,-0.0
82690,1379.5606984839458,Right,Left,Right,0.1,-0.0
82695,1379.6441161099274,Right,Right,Right,0.1,-0.0
82700,1379.727533735909,Right,Right,Right,0.1,-0.0
82705,1379.8109513618906,Right,Right,Right,0.1,-0.0
82710,1379.8943689878722,Right,Right,Right,0.1,-0.0
82715,1379.9777866138538,Right,Right,Right,0.1,-0.0
82720,1380.0612042398354,Right,Right,Right,0.1,-0.0
82725,1380.144621865817,Right,Right,Right,0.1,-0.0
82730,1380.2280394917987,Right,Right,Right,0.1,-0.0
82735,1380.3114571177803,Left,Right,Left,0.1,-0.0
82740,1380.3948747437619,Left,Left,Left,0.1,-0.0
82745,1380.4782923697435,Left,Left,Left,0.1,-0.0
82750,1380.561709995725,Right,Right,Right,0.1,-0.0
82755,1380.6451276217067,Right,Right,Right,0.1,-0.0
82760,1380.7285452476883,Left,Left,Left,0.1,-0.0
82765,1380.81196287367,Left,Left,Left,0.1,-0.0
82770,1380.8953804996515,Right,Right,Right,0.1,-0.0
82775,1380.9787981256331,Left,Left,Left,0.1,-0.0
82780,1381.0622157516148,Left,Left,Left,0.1,-0.0
82785,1381.1456333775964,Left,Left,Left,0.1,-0.0
82790,1381.229051003578,Right,Left,Right,0.1,-0.0
82795,1381.3124686295596,Left,Left,Left,0.1,-0.0
82800,1381.3958862555412,Left,Left,Left,0.1,-0.0
82805,1381.4793038815228,Left,Left,Left,0.1,-0.0
82810,1381.5627215075044,Left,Left,Left,0.1,-0.0
82815,1381.646139133486,Left,Left,Left,0.49143484234809875,0.6931471824645996
82820,1381.7295567594676,Left,Left,Left,0.1,-0.0
82825,1381.8129743854493,Right,Left,Right,0.1,-0.0
82830,1381.8963920114309,Left,Left,Left,0.1,-0.0
82835,1381.9798096374125,Left,Left,Left,0.1,-0.0
82840,1382.063227263394,Right,Right,Right,0.1,-0.0
82845,1382.1466448893757,Right,Right,Right,0.1,-0.0
82850,1382.2300625153573,Right,Right,Right,0.1,-0.0
82855,1382.313480141339,Right,Right,Right,0.1,-0.0
82860,1382.3968977673205,Right,Right,Right,0.1,-0.0
82865,1382.4803153933021,Right,Right,Right,0.1,-0.0
82870,1382.5637330192837,Right,Right,Right,0.1,-0.0
82875,1382.6471506452654,Right,Right,Right,0.1,-0.0
82880,1382.730568271247,Left,Right,Left,0.1,-0.0
82885,1382.8139858972286,Right,Right,Right,0.1,-0.0
82890,1382.8974035232102,Right,Right,Right,0.1,-0.0
82895,1382.9808211491918,Left,Right,Left,0.1,-0.0
82900,1383.0642387751734,Left,Left,Left,0.1,-0.0
82905,1383.1476564011552,Left,Left,Left,0.1,-0.0
82910,1383.2310740271369,Left,Left,Left,0.1,-0.0
82915,1383.3144916531185,Left,Left,Left,0.1,-0.0
82920,1383.3979092791,Left,Left,Left,0.1,-0.0
82925,1383.4813269050817,Left,Left,Left,0.1,-0.0
82930,1383.5647445310633,Left,Left,Left,0.1,-0.0
82935,1383.648162157045,Left,Left,Left,0.1,-0.0
82940,1383.7315797830265,Left,Left,Left,0.1,-0.0
82945,1383.8149974090081,Left,Left,Left,0.1,-0.0
82950,1383.8984150349897,Left,Left,Left,0.1,-0.0
82955,1383.9818326609713,Left,Left,Left,0.1,-0.0
82960,1384.065250286953,Left,Left,Left,0.1,-0.0
82965,1384.1486679129346,Left,Left,Left,0.1,-0.0
82970,1384.2320855389162,Left,Left,Left,0.1,-0.0
82975,1384.3155031648978,Left,Left,Left,0.1,-0.0
82980,1384.3989207908794,Left,Left,Left,0.1,-0.0
82985,1384.482338416861,Left,Left,Left,0.1,-0.0
82990,1384.5657560428426,Left,Left,Left,0.1,-0.0
82995,1384.6491736688242,Left,Left,Left,0.1,-0.0
83000,1384.7325912948058,Left,Left,Left,0.1,-0.0
83005,1384.8160089207875,Left,Left,Left,0.1,-0.0
83010,1384.899426546769,Left,Left,Left,0.1,-0.0
83015,1384.9828441727507,Left,Left,Left,0.1,-0.0
83020,1385.0662617987323,Left,Left,Left,0.1,-0.0
83025,1385.149679424714,Left,Left,Left,0.1,-0.0
83030,1385.2330970506955,Right,Left,Right,0.1,-0.0
83035,1385.3165146766771,Left,Left,Left,0.1,-0.0
83040,1385.3999323026587,Right,Right,Right,0.1,-0.0
83045,1385.4833499286403,Left,Left,Left,0.1,-0.0
83050,1385.566767554622,Left,Left,Left,0.1,-0.0
83055,1385.6501851806036,Left,Left,Left,0.1,-0.0
83060,1385.7336028065852,Left,Left,Left,0.1,-0.0
83065,1385.8170204325668,Left,Left,Left,0.1,-0.0
83070,1385.9004380585484,Left,Left,Left,0.1,-0.0
83075,1385.98385568453,Left,Left,Left,0.1,-0.0
83080,1386.0672733105116,Left,Left,Left,0.1,-0.0
83085,1386.1506909364932,Left,Left,Left,0.1,-0.0
83090,1386.2341085624748,Left,Left,Left,0.1,-0.0
83095,1386.3175261884564,Left,Left,Left,0.1,-0.0
83100,1386.400943814438,Left,Left,Left,0.1,-0.0
83105,1386.4843614404197,Right,Left,Right,0.1,-0.0
83110,1386.5677790664013,Right,Right,Right,0.1,-0.0
83115,1386.6511966923829,Right,Right,Right,0.1,-0.0
83120,1386.7346143183645,Right,Right,Right,0.1,-0.0
83125,1386.818031944346,Left,Right,Left,0.1,-0.0
83130,1386.9014495703277,Right,Right,Right,0.1,-0.0
83135,1386.9848671963093,Left,Left,Left,0.1,-0.0
83140,1387.068284822291,Right,Right,Right,0.1,-0.0
83145,1387.1517024482725,Right,Right,Right,0.1,-0.0
83150,1387.2351200742542,Right,Right,Right,0.1,-0.0
83155,1387.3185377002358,Left,Right,Left,0.1,-0.0
83160,1387.4019553262176,Left,Left,Left,0.1,-0.0
83165,1387.4853729521992,Left,Left,Left,0.1,-0.0
83170,1387.5687905781808,Left,Left,Left,0.1,-0.0
83175,1387.6522082041624,Left,Left,Left,0.1,-0.0
83180,1387.735625830144,Left,Left,Left,0.1,-0.0
83185,1387.8190434561257,Left,Left,Left,0.1,-0.0
83190,1387.9024610821073,Left,Left,Left,0.1,-0.0
83195,1387.9858787080889,Left,Left,Left,0.1,-0.0
83200,1388.0692963340705,Left,Left,Left,0.1,-0.0
83205,1388.152713960052,Left,Left,Left,0.1,-0.0
83210,1388.2361315860337,Left,Left,Left,0.1,-0.0
83215,1388.3195492120153,Left,Left,Left,0.1,-0.0
83220,1388.402966837997,Left,Left,Left,0.1,-0.0
83225,1388.4863844639785,Left,Left,Left,0.1,-0.0
83230,1388.5698020899601,Left,Left,Left,0.1,-0.0
83235,1388.6532197159418,Left,Left,Left,0.1,-0.0
83240,1388.7366373419234,Left,Left,Left,0.1,-0.0
83245,1388.820054967905,Left,Left,Left,0.1,-0.0
83250,1388.9034725938866,Left,Left,Left,0.1,-0.0
83255,1388.9868902198682,Left,Left,Left,0.1,-0.0
83260,1389.0703078458498,Left,Left,Left,0.1,-0.0
83265,1389.1537254718314,Left,Left,Left,0.1,-0.0
83270,1389.237143097813,Left,Left,Left,0.1,-0.0
83275,1389.3205607237946,Left,Left,Left,0.1,-0.0
83280,1389.4039783497763,Left,Left,Left,0.1,-0.0
83285,1389.4873959757579,Left,Left,Left,0.1,-0.0
83290,1389.5708136017395,Left,Left,Left,0.1,-0.0
83295,1389.654231227721,Left,Left,Left,0.1,-0.0
83300,1389.7376488537027,Left,Left,Left,0.1,-0.0
83305,1389.8210664796843,Left,Left,Left,0.1,-0.0
83310,1389.904484105666,Left,Left,Left,0.1,-0.0
83315,1389.9879017316475,Left,Left,Left,0.1,-0.0
83320,1390.0713193576291,Left,Left,Left,0.1,-0.0
83325,1390.1547369836107,Left,Left,Left,0.1,-0.0
83330,1390.2381546095924,Left,Left,Left,0.1,-0.0
83335,1390.321572235574,Left,Left,Left,0.1,-0.0
83340,1390.4049898615556,Left,Left,Left,0.1,-0.0
83345,1390.4884074875372,Left,Left,Left,0.1,-0.0
83350,1390.5718251135188,Left,Left,Left,0.1,-0.0
83355,1390.6552427395004,Left,Left,Left,0.1,-0.0
83360,1390.738660365482,Left,Left,Left,0.1,-0.0
83365,1390.8220779914636,Left,Left,Left,0.1,-0.0
83370,1390.9054956174452,Left,Left,Left,0.1,-0.0
83375,1390.9889132434269,Left,Left,Left,0.1,-0.0
83380,1391.0723308694085,Left,Left,Left,0.1,-0.0
83385,1391.15574849539,Left,Left,Left,0.1,-0.0
83390,1391.2391661213717,Left,Left,Left,0.1,-0.0
83395,1391.3225837473533,Left,Left,Left,0.1,-0.0
83400,1391.406001373335,Left,Left,Left,0.1,-0.0
83405,1391.4894189993165,Left,Left,Left,0.1,-0.0
83410,1391.5728366252981,Left,Left,Left,0.1,-0.0
83415,1391.6562542512797,Left,Left,Left,0.1,-0.0
83420,1391.7396718772616,Left,Left,Left,0.1,-0.0
83425,1391.8230895032432,Left,Left,Left,0.1,-0.0
83430,1391.9065071292248,Left,Left,Left,0.1,-0.0
83435,1391.9899247552064,Left,Left,Left,0.1,-0.0
83440,1392.073342381188,Left,Left,Left,0.1,-0.0
83445,1392.1567600071696,Left,Left,Left,0.1,-0.0
83450,1392.2401776331512,Left,Left,Left,0.1,-0.0
83455,1392.3235952591328,Right,Left,Right,0.1,-0.0
83460,1392.4070128851145,Right,Right,Right,0.1,-0.0
83465,1392.490430511096,Left,Left,Left,0.1,-0.0
83470,1392.5738481370777,Right,Right,Right,0.1,-0.0
83475,1392.6572657630593,Right,Right,Right,0.1,-0.0
83480,1392.740683389041,Left,Left,Left,0.1,-0.0
83485,1392.8241010150225,Left,Left,Left,0.1,-0.0
83490,1392.9075186410041,Left,Left,Left,0.1,-0.0
83495,1392.9909362669857,Left,Left,Left,0.1,-0.0
83500,1393.0743538929673,Left,Left,Left,0.1,-0.0
83505,1393.157771518949,Left,Left,Left,0.1,-0.0
83510,1393.2411891449306,Left,Left,Left,0.1,-0.0
83515,1393.3246067709122,Left,Left,Left,0.1,-0.0
83520,1393.4080243968938,Left,Left,Left,0.1,-0.0
83525,1393.4914420228754,Left,Left,Left,0.1,-0.0
83530,1393.574859648857,Left,Left,Left,0.1,-0.0
83535,1393.6582772748386,Left,Left,Left,0.1,-0.0
83540,1393.7416949008202,Left,Left,Left,0.1,-0.0
83545,1393.8251125268018,Left,Left,Left,0.1,-0.0
83550,1393.9085301527834,Left,Left,Left,0.1,-0.0
83555,1393.991947778765,Left,Left,Left,0.1,-0.0
83560,1394.0753654047467,Left,Left,Left,0.1,-0.0
83565,1394.1587830307283,Left,Left,Left,0.1,-0.0
83570,1394.2422006567099,Left,Left,Left,0.1,-0.0
83575,1394.3256182826915,Right,Left,Right,0.1,-0.0
83580,1394.409035908673,Left,Left,Left,0.1,-0.0
83585,1394.4924535346547,Right,Right,Right,0.1,-0.0
83590,1394.5758711606363,Left,Right,Right,0.49143484234809875,0.6931471824645996
83595,1394.659288786618,Right,Right,Right,0.1,-0.0
83600,1394.7427064125995,Left,Left,Left,0.1,-0.0
83605,1394.8261240385812,Left,Left,Left,0.49143484234809875,0.6931471824645996
83610,1394.9095416645628,Right,Right,Right,0.1,-0.0
83615,1394.9929592905444,Right,Right,Right,0.1,-0.0
83620,1395.076376916526,Right,Right,Right,0.1,-0.0
83625,1395.1597945425076,Right,Right,Right,0.1,-0.0
83630,1395.2432121684892,Right,Right,Right,0.1,-0.0
83635,1395.3266297944708,Left,Right,Left,0.1,-0.0
83640,1395.4100474204524,Right,Right,Right,0.1,-0.0
83645,1395.493465046434,Right,Right,Right,0.1,-0.0
83650,1395.5768826724156,Right,Right,Right,0.1,-0.0
83655,1395.6603002983973,Center,Right,Center,0.1,-0.0
83660,1395.7437179243789,Right,Right,Right,0.1,-0.0
83665,1395.8271355503605,Right,Right,Right,0.1,-0.0
83670,1395.910553176342,Right,Right,Right,0.1,-0.0
83675,1395.993970802324,Right,Right,Right,0.1,-0.0
