ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
450,"How is the table positioned with respect to the cabinet in the red bounding box?A. right
B. front-down
C. back
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
451,"How is the cabinet positioned with respect to the counter?A. above
B. back
C. front-up
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
452,"Standing at table, gazing at refrigerator, where should counter be?A. back-left
B. back-right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back-right,D. front-left,False
453,"How is the desk positioned with respect to the bag in the red bounding box?A. back-left
B. front
C. right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,D. back-down,False
454,"If you're looking at the lamp, where would you find the picture?A. above-right
B. front-left
C. down-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back,A. above-right,False
455,"Could you tell me the location of the desk in comparison to the bag in the red bounding box?A. back-down
B. down-right
C. front-right
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,A. back-down,False
456,"If you're looking at the cabinet, where would you find the door?A. down
B. down-left
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
457,"Can you describe the position of the lamp relative to the nightstand?A. right
B. front
C. above
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,C. above,True
458,"Where is the desk located compared to the bag from the camera's perspective?A. front-right
B. back-down
C. back-up
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-right,B. back-down,False
459,"Can you describe the position of the desk relative to the chair?A. back-left
B. down-left
C. front-right
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,A. back-left,False
460,"How is the lamp positioned with respect to the nightstand in the red bounding box?A. back-right
B. front
C. back-up
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,C. back-up,False
461,"Can you describe the position of the cabinet relative to the towel?A. down
B. back
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
462,"Could you tell me the location of the cabinet in comparison to the sink in the red bounding box?A. front
B. back-down
C. down-right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above,B. back-down,False
463,"How is the desk positioned with respect to the cabinet in the red bounding box?A. back-left
B. back-right
C. front-right
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,A. back-left,False
464,"Where is the cabinet located compared to the chair from the camera's perspective?A. above-left
B. front-right
C. back-right
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. above-left,B. front-right,False
465,"Where is the lamp in relation to the nightstand?A. back-left
B. down-left
C. above
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,C. above,True
466,"Standing at curtain, gazing at bathtub, where should nightstand be?A. back-right
B. front-right
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
467,"Imagine standing at curtain looking towards window, where is bathtub?A. left
B. back-right
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. left,A. left,True
468,"Imagine standing at window looking towards bathtub, where is nightstand?A. front-left
B. back-left
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
469,"If you stand at desk facing sink, where is curtain?A. front
B. back
C. left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back,B. back,True
470,"When positioned at sink facing window, where can you find nightstand?A. back
B. front-left
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-left,B. front-left,True
471,"Standing at window, gazing at lamp, where should nightstand be?A. front
B. back-right
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front,A. front,True
472,"Imagine standing at bathtub looking towards lamp, where is nightstand?A. left
B. back-left
C. right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,D. front,True
473,"Where is the cabinet in relation to the window?A. above-left
B. down-left
C. back-down
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
474,"Can you describe the position of the books relative to the chair?A. left
B. front-right
C. back-up
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,A. left,False
475,"Could you tell me the location of the pillow in comparison to the books?A. above
B. back
C. above-left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-right,B. back,False
476,"How is the lamp positioned with respect to the pillow?A. back
B. front-up
C. down
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
477,"Can you describe the position of the table relative to the cabinet?A. back-down
B. right
C. front-down
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
478,"Could you tell me the location of the pillow in comparison to the floor mat in the red bounding box?A. down-left
B. above-left
C. back-left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-up,C. back-left,False
479,"Where is the desk in relation to the bag?A. front
B. above-left
C. right
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
480,"How is the pillow positioned with respect to the table?A. front-down
B. left
C. down
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,D. back,False
481,"How is the desk positioned with respect to the books?A. left
B. front-down
C. down-right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,C. down-right,False
482,"How is the box positioned with respect to the sink?A. back-up
B. back-right
C. front-up
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,B. back-right,False
483,"How is the box positioned with respect to the sink?A. left
B. front-right
C. back
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
484,"Where is the bag located compared to the lamp from the camera's perspective?A. right
B. above-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
485,"If you're looking at the table, where would you find the pillow?A. front-up
B. above-left
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back,D. back,True
486,"If you stand at pillow facing table, where is box?A. front
B. right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,D. back,False
487,"Standing at floor mat, gazing at shelves, where should refrigerator be?A. left
B. right
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,A. left,False
488,"Standing at table, gazing at floor mat, where should sofa be?A. left
B. right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,B. right,True
489,"If you stand at desk facing bag, where is pillow?A. back
B. back-right
C. right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,D. front,True
490,"Standing at bag, gazing at pillow, where should table be?A. front-right
B. back
C. left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,A. front-right,True
491,"Standing at desk, gazing at floor mat, where should sofa be?A. back-left
B. front-left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-left,B. front-left,True
492,"When positioned at desk facing floor mat, where can you find shelves?A. back
B. back-right
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,D. left,True
493,"Taking the camera's viewpoint as the front, which way is the giraffe in the red bounding box facing in the image?A. back-left
B. right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,A. back-left,True
494,"Suppose you are in the giraffe’s position, what direction are you facing?A. front-right
B. left
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front-right,A. front-right,True
495,"Taking the camera lens as the front, what direction is the woman in the red bounding box looking toward?A. front-left
B. back
C. front-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
496,"Imagine you're the woman in the red bounding box in this image — which direction are you facing?A. back-left
B. front
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
497,"From this woman in the red bounding box's perspective, where is the door located?A. front
B. back-right
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,A. front,False
498,"Where is the cabinet located compared to the door from the camera's perspective?A. down
B. above-left
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
499,"Can you describe the position of the chair relative to the cabinet?A. back
B. front-up
C. down-right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-right,A. back,False
500,"How is the chair positioned with respect to the pillow in the red bounding box?A. above
B. down-right
C. back
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down-right,D. front-up,False
501,"Where is the sofa located compared to the person from the camera's perspective?A. back-up
B. down
C. above
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
502,"Can you describe the position of the sofa relative to the cabinet?A. back-right
B. back-up
C. down
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,A. back-right,False
503,"Could you tell me the location of the sofa in comparison to the cabinet in the red bounding box?A. down-left
B. right
C. down
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
504,"Where is the window in relation to the shelves?A. down
B. down-right
C. left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,D. front-up,False
505,"Can you describe the position of the chair relative to the desk?A. left
B. back-down
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,C. right,False
506,"How is the bookshelf positioned with respect to the cabinet in the red bounding box?A. above-left
B. front-down
C. front-right
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-down,A. above-left,False
507,"How is the sofa positioned with respect to the person in the red bounding box?A. back-right
B. back-left
C. front-down
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back-right,A. back-right,True
508,"Where is the sofa located compared to the person from the camera's perspective?A. above-left
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,C. right,False
509,"If you're looking at the person, where would you find the sofa?A. right
B. front-up
C. down
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
510,"Where is the sofa in relation to the person?A. front
B. back-right
C. front-down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front,B. back-right,False
511,"Standing at door, gazing at person, where should whiteboard be?A. left
B. back-right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. left,C. front-right,False
512,"When positioned at door facing whiteboard, where can you find window?A. left
B. back-right
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. left,D. front-right,False
513,"Imagine standing at person looking towards bookshelf, where is window?A. front-right
B. back
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,C. front-left,False
514,"Imagine standing at door looking towards bookshelf, where is window?A. back-left
B. back
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,C. front-left,False
515,"Imagine standing at sofa looking towards bookshelf, where is window?A. front
B. left
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. left,B. left,True
516,"Imagine standing at bookshelf looking towards whiteboard, where is window?A. back-left
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
517,"Imagine standing at person looking towards bookshelf, where is whiteboard?A. front
B. left
C. right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. right,B. left,False
518,"Taking the camera lens as the front, what direction is the woman in the red bounding box looking toward?A. front-left
B. back
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
519,"Imagine you're the woman in the red bounding box in this image — which direction are you facing?A. left
B. back-right
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
520,"From this woman in the red bounding box's perspective, where is the pizza placed?A. front
B. back-left
C. right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. front,A. front,True
521,"Where is the bag in relation to the paper?A. back-left
B. right
C. above
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
522,"How is the bag positioned with respect to the paper?A. front
B. back-left
C. back-up
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front,D. above-right,False
523,"How is the lamp positioned with respect to the pillow in the red bounding box?A. front-down
B. down-right
C. left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
524,"Could you tell me the location of the bed in comparison to the lamp?A. left
B. above-left
C. right
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
525,"Can you describe the position of the lamp relative to the pillow?A. back-left
B. down-left
C. down-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down-left,D. back-down,False
526,"Could you tell me the location of the lamp in comparison to the pillow in the red bounding box?A. left
B. back
C. down-left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-right,B. back,False
527,"Could you tell me the location of the paper in comparison to the chair in the red bounding box?A. front-down
B. back-up
C. front-right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above,D. above,True
528,"Can you describe the position of the bag relative to the paper?A. right
B. back-down
C. above
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,A. right,False
529,"If you stand at door facing paper, where is bookshelf?A. back
B. back-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
530,"Imagine standing at door looking towards bag, where is lamp?A. front-left
B. front-right
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
531,"When positioned at paper facing cabinet, where can you find lamp?A. back-left
B. back-right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back-right,C. front,False
532,"Imagine standing at bag looking towards bookshelf, where is cabinet?A. back-right
B. back-left
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
533,"If you stand at bag facing bookshelf, where is window?A. back-right
B. back
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
534,"When positioned at bookshelf facing window, where can you find lamp?A. front
B. back-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back-left,A. front,False
535,"When positioned at bag facing bookshelf, where can you find lamp?A. right
B. back-left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,C. front-left,False
536,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. left
B. right
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
537,"Imagine you're the man in the red bounding box in this image — which direction are you facing?A. back-left
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
538,"With the camera's viewpoint as the front, which direction is the man wearing the white hat in the red bounding box facing in the image?A. left
B. front
C. back
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,A. left,False
539,"As the man wearing the white hat in the red bounding box in the photo, in which direction are you facing?A. front-left
B. back-left
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-right,C. front-right,True
540,"From the perspective of the man wearing the white hat in the red bounding box, where should the little girl be positioned?A. right
B. back-left
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-left,A. right,False
541,"Taking the camera lens as the front, what direction is the man wearing the white helmet in the red bounding box looking toward?A. front-right
B. front-left
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back-left,B. front-left,False
542,"As the man wearing the white helmet in the red bounding box in the photo, in which direction are you facing?A. back-left
B. left
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
543,"From the perspective of the man wearing the white helmet in the red bounding box, where is the dog?A. back-right
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front,B. front,True
544,"With the camera's viewpoint as the front, which direction is the man in the red bounding box facing in the image?A. back-right
B. left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,B. left,True
545,"Imagine you're the man in the red bounding box in this image — which direction are you facing?A. back-left
B. front
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
546,"From the perspective of a man in the red bounding box, where is the fence located?A. front-left
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
547,"Can you describe the position of the chair relative to the table?A. back-down
B. right
C. down-left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
548,"Where is the chair located compared to the table from the camera's perspective?A. front-right
B. down
C. down-left
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,D. above-left,False
549,"Could you tell me the location of the chair in comparison to the table in the red bounding box?A. back-left
B. front-down
C. right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
550,"Can you describe the position of the chair relative to the table?A. right
B. back-left
C. back
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
551,"If you're looking at the table, where would you find the chair?A. above
B. above-right
C. back-down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-right,D. front-right,True
552,"Can you describe the position of the books relative to the table?A. down-left
B. above
C. back-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above,B. above,True
553,"Which hand does the boy use to hold the bottle?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
